Unnamed: 0,title,text,subject,date,class
455,"UK PM May is focused on tackling extremism, spokesman says in response to Trump",british prime minister theresa may is fully focused on tackling extremism her on thursday responding to a tweet us president donald trump telling her to focus on destructive radical islamic terrorism asked if may was focused on tackling extremism her yes the overwhelming majority of muslims in this country are lawabiding people who abhor extremism in all its forms the prime minister has been clear that where islamist extremism does exist it should be tackled head on we are working hard to do that both at home and internationally and with our us partners,politicsNews,"November 30, 2017 ",1
456,British minister hopes condemnation of Trump tweet has impact,british interior minister amber rudd on thursday she hoped britains condemnation of us president donald trump for retweeting material from a british farright group would have an impact i think we all listen more carefully perhaps to criticism from our friends than from people who we dont have a relationship with so i hope that the prime ministers comments will have some impact on the president rudd parliament british prime minister theresa may on wednesday that trump was wrong to have retweeted posts from the britain first group,politicsNews,"November 30, 2017 ",1
457,U.S. intel committee subpoenas comedian in Russia election meddling probe,a new york comedian has been compelled to appear before a house intelligence committee investigating suspected russian meddling in the 2016 us election where he will likely face questions about acting as a gobetween for wikileaks and an ally of president donald trump randy credico a political activist who hosted a radio show on new york radio is scheduled to appear in front of the committee on dec 15 to a of the subpoena posted on his account on several occasions over the last few years credico interviewed and met with wikileaks founder julian assange a man believed some us officials and lawmakers to be an untrustworthy pawn of russian president vladimir putin assanges group released democratic emails during the 2016 presidential campaign that us intelligence agencies say were hacked russia to try to tilt the election against democratic candidate hillary clinton he is regarded with distaste many in washington although trump then the republican candidate supported the groups email releases last year credico has also interviewed republican political consultant roger stone a longtime trump ally who he worked with in the past to reform new yorks drug laws to the new york times stone flatly denied allegations of collusion between the presidents associates and russia during the 2016 us election in a meeting with house of representatives intelligence committee in september during his appearance in front of the committee stone refused to identify an opinion journalist who had acted as a gobetween between stone and assange to stones own account to he reluctantly identified the journalist as credico in written communication to the committee the committee has been interested in predictions that stone made about damage the email release would have on clintons campaign the times,politicsNews,"November 30, 2017 ",1
458,Kushner met with special counsel Mueller in Russia probe: CNN,us president donald trumps soninlaw jared kushner met with special counsel robert muellers team earlier this month as part of its russia probe cnn on wednesday citing two people familiar with the meeting former white house national security adviser michael flynn was the prime topic of the conversation between kushner and muellers team cnn citing one of the sources flynn who resigned in february after misleading vice president mike pence about his conversations with a russian diplomat is under investigation muellers team which is looking into possible collusion between russia and the trump campaign in last years presidential election the nature of the questioning was principally to make sure kushner did not have information that exonerated flynn cnn citing one source kushner spoke with muellers team for less than 90 minutes cnn mr kushner has voluntarily cooperated with all relevant inquiries and will continue to do so abbe lowell kushners lawyer lawyers for flynn have halted communications with trumps legal team a potentially critical step in muellers probe sources familiar with the investigation on friday flynns lawyer robert kelner called john dowd trumps private lawyer last week to say the matter had reached a point where the two could no longer could discuss it two people familiar with the call it was not clear whether kelner made the call because he had negotiated a plea agreement with mueller for flynn to cooperate in the probe or because flynn had decided to engage with mueller two other sources the probe has dogged the white house since january when us intelligence agencies concluded that russia interfered in the election to try to help trump defeat democrat hillary clinton hacking and releasing embarrassing emails and disseminating propaganda social media to discredit her russia has denied interfering in the us election and trump has there was no collusion,politicsNews,"November 30, 2017 ",1
459,"Factbox: Trump on Twitter (November 29) - Matt Lauer, North Korea, Tax Cuts",the following statements were posted to the verified accounts of us president donald trump and the opinions expressed are his own has not edited the statements or confirmed their accuracy we are in record territory in all things having to do with our economy 0632 est great and we should boycott fake news cnn dealing with them is a total waste of time 0649 est looks like another great day for the stock market consumer confidence is at record high i guess somebody likes me my policies 0703 est wow matt lauer was just fired from nbc for inappropriate sexual behavior in the workplace but when will the top executives at nbc comcast be fired for putting out so much fake news check out andy lacks past 0716 est so now that matt lauer is gone when will the fake news practitioners at nbc be terminating the contract of phil griffin and will they terminate low ratings joe scarborough based on the unsolved mystery that took place in florida years ago investigate 0914 est just spoke to president xi jinping of china concerning the provocative actions of north korea additional major sanctions will be imposed on north korea today this situation will be handled 0940 est economy growing excluding hurricane effects cea estimates that real gdp growth would have been 39 in q3 stock market at a new high unemployment at a low we are winning and tax cuts will shift our economy into high gear 0949 est departing for st charles missouri to help push our plan for historic tax cuts across the finish line a successful vote in the senate this week will bring us one giant step closer to delivering an incredible victory for the american people link instagramcompbcfs_kxgtg5 1334 est source link bitly2jbh4lu bitly2jpexyr,politicsNews,"November 29, 2017 ",1
460,Trump nominates Marvin Goodfriend for Fed governor post,us president donald trump on wednesday nominated carnegie mellon university professor marvin goodfriend to become a member of the federal reserve board of governors adding a wellknown monetary economist to a central bank losing two of its top economic thinkers the nomination if confirmed the senate will help ensure the 7member board of governors keeps at least four of those seats filled following the announced departure of fed chair janet yellen once her predecessor current fed gov jerome powell is approved the senate along with powell goodfriend would join recently appointed vice chair for supervision randal quarles and fed gov lael brainard atop the worlds most influential central bank a former economic adviser in the administration of president ronald reagan and research director of the richmond federal reserve bank from 1993 to 2005 goodfriend is arguably the most conservative of trumps fed appointments yet he has been critical of some recent fed practices including the purchase of mortgage backed securities he has also argued that the central bank should invite more oversight from elected officials including getting a congressional sign off on its 2 percent inflation target and more discussion of how its policy decisions line up with a reference rule those ideas are likely to find favor among conservatives on capitol hill who feel the fed has accumulated too much influence but his writings have also defied easy description he has argued the benefits of negative interest rates for example as a way to give central banks more flexibility to combat crises rather than having to resort to unconventional means like bond buying after rates are cut to zero perhaps most significantly he will bring recognized academic credentials to a fed board that is losing yellen a recognized expert on labor markets and in october lost vice chair stanley fischer one of the intellectual forces behind modern central banking powell a lawyer was lauded trump for his private sector experience but also will be the first noneconomist to run the fed since the 1970s goodfriend will bring to the board background in many of the same debates and intellectual fights over inflation targeting and other issues that fischer and yellen have participated in over the years,politicsNews,"November 29, 2017 ",1
461,Trump fires back at Britain's May: 'Don't focus on me',us president donald trump fired back at british prime minister theresa may over her criticism of his retweeting of antimuslim videos saying she should focus on terrorism in britain theresa dont focus on me focus on the destructive radical islamic terrorism that is taking place within the united kingdom we are doing just fine trump tweeted the handle trump included in his tweet was not that of the british leader,politicsNews,"November 30, 2017 ",1
462,"Senate takes step toward passage of tax bill, vote likely this week",the us senate on wednesday took a step toward passage of tax legislation that is a top white house priority setting up a likely decisive vote later this week even though it was unclear if the bill had enough republican support to become lawrepublicans spent the day scrambling to reformulate the bill which aims to cut taxes on corporations other businesses and many individuals and families to satisfy lawmakers worried about how much it would balloon the us budget deficit stocks rallied on optimism it could pass but obstacles remained including attempts to address the estimated 14 trillion that the bill would add to the united states 20 trillion national debt over 10 years lawmakers voted 5248 to begin formal debate a step that could lead on thursday and friday to a full vote on the bill republicans are eager to pass the legislation wanting something to show for their control of the white house and both houses of congress republicans have a 5248 majority in the 100member senate giving them enough votes to approve the bill if they can hold together without democratic support republicans can afford to lose no more than two of their own votes president donald trump in a speech in missouri on wednesday implored members of his own party to get behind the effort which would be his first significant legislative achievement since taking office in january a vote to cut taxes is a vote to put america first again trump adding the bill could cost me a fortune and that his wealthy friends were not happy my accountants are going crazy right now its all right hey look i am president i dont care i dont care anymore democrats say the tax cuts are a giveaway to corporations and the wealthy at the expense of working americans some democrats have trump and his children would gain from the bill which would repeal the estate tax on inherited wealth among americans aware of the republican tax plan 49 percent they were opposed up from 41 percent in october to a nov 2327 ipsos poll released on wednesday the latest online poll of 1257 adults found 29 percent supporting the plan and 22 percent saying they dont know the sweeping tax package was developed over several months behind closed doors a small group of senior congressional and trump administration figures with little input from many republican lawmakers and no involvement from democrats a major sticking point in the senate is how the bill deals with the federal deficit and the national debt senator bob corker one of the few remaining fiscal hawks in the republican party wants to add a tax snapback provision to the bill that would raise taxes automatically if economic growth targets are not hit in the future to offset a higher deficit that trigger proposal has become a target of growing criticism among conservative republicans and lobbyists including interest groups aligned with the billionaire industrialists charles and david koch who say the prospect of tax hikes could undermine future economic growth id prefer not having it there were probably going to have one but id prefer not having it republican senate finance committee chairman orrin hatch reporters republican senator david perdue a businessman from georgia lawmakers could find common ground on a measure that delays any tax hike for at least five years and spreads the prospective burden among those who benefit from republican tax cuts senator rob portman an ohio republican on the taxwriting senate finance committee suggested such an approach may be gaining ground it looks like the idea is part way through the first 10 years thered be an opportunity to see if the economic growth numbers are performing as expected and if not there would be a trigger mechanism over a 10year period portman democrats and independents were trying to persuade nonpartisan senate officials to disqualify parts of the bill including one to allow drilling in the arctic national wildlife refuge as impermissible under senate rules an aide while some republicans signaled determination to get the bill passed they still did not have the votes its time for us to saddle up and ride and im ready to go republican senator john kennedy of louisiana reporters corker declined to say whether he would vote for the tax bill even if senate republican leaders agree to the kind of trigger mechanism he wants i dont do conjecture he reporters saying he could have other concerns about the final legislation there are also qualitative issues like the bill not getting any worse that it doesnt get more expensive,politicsNews,"November 29, 2017 ",1
463,Republicans in House seek protection for municipal bonds in tax bill,a group of republicans in the us house of representatives on wednesday urged keeping federal tax breaks on private activity bonds sold the developers of hospitals nursing homes airports and toll roads to reduce costs a tax bill in congress to eliminate that exemption plus tax breaks on advance refunding bonds used to lower interest costs stunned the 38 trillion municipal debt market us representative randy hultgren an illinois republican and cochair of the congressional municipal finance caucus a letter he and 20 other congressmen signed to object to the proposals was aimed at highlighting the value of taxfree debt issuance its really important for projects weve seen multiple returns in jobs created he adding that supporters will continue to push to retain these tax exemptions as the bills work their way through congress the proposals are incompatible with president donald trumps push for greater infrastructure investment the letter stated this change in policy contradicts the growing need of the federal government to rely more not less on states and municipalities as well as the private sector to help to finance needed infrastructure in a market driven cost effective manner the letter it added that advance refunding of municipal debt issues over the last five years will translate into saving taxpayers in every state billions of dollars in interest costs legislation that passed the house earlier this month as well as a bill pending in the senate would disallow states cities schools and other issuers from refinancing on a taxexempt basis bonds that are more than 90 days from the date the debt can be bought back an issuer this is done issuers in order to save money taking advantage of lower market interest rates current refundings of debt within a 90day call date window would remain taxexempt the house bill would also yank the tax exemption for new private activity bonds pabs used nonprofit organizations and governments to finance projects including hospitals nursing homes colleges affordable housing economic development ports toll roads and airports at lower costs tim fisher legislative and federal affairs coordinator for the council of development finance agencies the letter may help if and when a congressional conference committee meets to hash out differences between the house and senate bills the letter is a good sign that shows certain house republicans are willing to go on the record he the elimination of pabs would raise nearly 39 billion for the federal government between 2018 and 2027 while removing taxexemption for advance refunding bonds would generate 173 billion over that time period to an estimate from the joint committee on taxation,politicsNews,"November 29, 2017 ",1
464,Tax trigger idea for Senate tax bill swiftly draws critics,a proposal to amend a tax bill in the us senate with a trigger to automatically reverse tax cuts if new revenues fall short of forecasts could further pressure businesses and the economy if the economy slows critics on wednesday the trigger championed republican senator bob corker is meant to allay concerns about the estimated 14 trillion that the tax bill would add over 10 years to the 20 trillion national debt under the proposal tax cuts in the bill would be scaled back to recapture lost federal revenues if the strong economic growth and fresh revenues promised the bills supporters fail to materialize in coming years the trouble is that the trigger would most likely kick in during an economic downturn critics and even some republicans who warned that would further weaken businesses and consumers just when a boost is needed that is exactly the wrong time to raise taxes william gale a senior economics fellow at the brookings institution a washington think tank among republicans who criticized the proposal representative tom cole i dont like it very much you may end up having a tax increase in a down economy unlike programs such as unemployment insurance that add to household incomes in bad times and support consumer spending to offset a weak economy the trigger would squelch business and household spending reinforcing a downturn these triggers are not innocuous they are dangerous gale details of how the trigger would work were sketchy it was not certain it would even make it into the legislation that senators are to begin debating on thursday but knowledgeable sources the bill likely will include a trigger that would reverse a deep corporate income tax cut president donald trump his advisers and many of trumps fellow republicans in congress say the tax bill which includes slashing the corporate tax rate from 35 percent to 20 percent would boost the economy and raise new tax revenue sufficient to offset deficit increases many republicans believe tax cuts can pay for themselves because they would fuel greater economic growth democrats dismiss this notion and some republicans have expressed doubts corker a conservative on fiscal policy lobbied for the trigger to try to ensure that the tax cuts do not blow out the national debt senator jeff flake a republican who has not committed to voting for the tax bill on wednesday he was more comfortable with the legislation because of indications that trigger provisions would protect against raising the deficit because republicans hold only a 5248 majority in the senate they can afford to lose few votes among their own on the tax legislation most economists and business leaders advise against raising taxes in a recession when the economy typically needs to be stimulated david mcintosh president of the conservative lobbying group club for growth in a statement any senator who understands basic business principles and truly cares about the deficit should understand that this trigger is an automatic tax increase and will actually harm economic growth,politicsNews,"November 30, 2017 ",1
465,Congressman Conyers faces mounting pressure to resign,democratic us congressman john conyers faced increasing pressure to resign on wednesday with the no 2 democrat in the house of representatives saying he should step aside if sexual harassment accusations against him were true with congress in session conyers returned to his home district in detroit on tuesday he has been accused of making unwanted sexual advances toward women who worked for him the latest accusation was the detroit news which cited a former staffer as saying conyers sexually harassed her three times between 1997 and 1999 conyers 88 has denied the accusations and he would cooperate with a house ethics committee investigation asked if conyers was planning to resign his attorney arnold reed no the detroit news earlier quoted reed as saying hes not going to be forced out of office and no one has him he has to leave notwithstanding the credibility of the witnesses we have a process to determine were these allegations founded and if theyre founded yes he should resign steny hoyer the no 2 democrat in the house in an interview with msnbc conyers office did not reply to a request for comment the michigan lawmaker has stepped down as the senior democrat on the house judiciary committee pending the outcome of the ethics investigation house speaker paul ryan a republican it was up to conyers to decide if he should resign from the chamber i know what i would do if this happened to me i will leave it up to him to decide what he wants to do i think he made the right decision in stepping down from his leadership position ryan the house on wednesday passed a resolution requiring members and their staff to take annual training on sexual harassment a bipartisan group of house members also introduced a bill that would prohibit the use of public funds to settle sexual harassment claims against members and require all previously made payments to be made public conyers and his wife monica left their house in detroit in separate vehicles on wednesday he did not talk to reporters who had gathered outside some of conyers colleagues in the congressional black caucus have been privately pressing him to resign to democratic aides representative joe crowley chairman of the house democratic caucus he believed that in michigan conyers was taking counsel from his family as well as his constituents and i believe at the end of the day the right thing will be done i think accountability will be had crowley a news briefing democratic representative linda sanchez lawmakers were trying to pursue a fair process for both sides it appears that theres more than one complainant which does heighten my sense of there may be something there sanchez adding that she could not call for conyers resignation unless she has heard all the evidence sexual harassment accusations have been made against a number of public figures in recent weeks including former hollywood executive harvey weinstein republican senate candidate roy moore of alabama and democratic senator al franken of minnesota,politicsNews,"November 29, 2017 ",1
466,Factbox: Republicans to watch in Senate tax bill fight,some key us senators still had concerns about the republican tax bill in the senate as a procedural motion to formally open debate on the measure was approved on wednesday here is a list of republicans pivotal to the bills fate the moderate senator from maine has qualms about republicans plan to include in the tax bill a repeal of a federal fee imposed on people who do not comply with obamacares individual mandate the fee is meant to encourage young healthy people to get health insurance so that premiums are affordable for old sick people collins and others fear repealing the fine would drive up insurance premium costs canceling out taxcut gains that many of their constituents might get from the tax bill collins republican leaders had promised her to take up two healthcare provisions before the end of the year to help mitigate the impact of repealing the fee those provisions would help insurers cover expensive patients and continue obamacare subsidy payments for lowincome people for two years collins has also prepared an amendment to the tax bill to make state and local property tax deductible up to 10000 a provision that is part of the house of representatives tax bill both the senate and house bills end deductibility of state and local tax income and sales tax unlike the house bill the senate bill ends property tax deductibility too collins sidestepped a question on whether she would vote for the tax bill she were doing this one step at a time the senator from alaska will vote for the tax bill she wrote on on wednesday evening murkowski a number of the bills features were very attractive noting that it would lower tax rates double the child tax credit and double the standard deduction she it also included a provision she had written to open the arctic national wildlife refuge or anwr to oil and gas drilling murkowski it was important to enact reforms separately to help stabilize the individual market in health insurance the montana republican has concerns about the bills treatment of main street businesses he on wednesday he had secured an agreement to increase a 174 percent deduction for owners of passthrough businesses to 20 percent the senator from wisconsin also has demanded more favorable treatment for passthrough businesses which include sole proprietorships and partnerships as a condition of his support corker a deficit hawk from tennessee on tuesday he had the outlines of a deal adding a tax snapback provision to the bill that would raise taxes automatically if economic growth targets are not hit in the future to offset a higher deficit corker that arrangement would satisfy his concerns that the tax cuts could add too much to the national debt as of wednesday evening the details had not been announced the snapback proposal also became a target of growing criticism among conservative republicans and lobbyists the tax bill was expected to add 14 trillion to the 20 trillion national debt over 10 years the arizona conservative on wednesday he was more comfortable with the tax bill because of indications there would be provisions in it to protect against ballooning the deficit flake national public radio he was concerned about gimmicks but liked other parts of the bill especially the corporate tax cut the arizona maverick and former presidential nominee sidestepped questions on monday about how he would vote on the tax bill telling reporters in the hallway to stay tuned like corker and flake oklahomas lankford questions whether tax revenues from economic growth will compensate for the expected increase in the national debt under the tax plan he has been working with them to trigger more revenues if needed the kansas lawmaker is also wary of the impact on the national debt pointing to his own states recent experience of fiscal problems following tax cuts,politicsNews,"November 30, 2017 ",1
467,House bill aims to identify lawmakers in sex harassment cases,a bipartisan group of lawmakers in the us house of representatives on wednesday introduced legislation requiring the disclosure of sexual harassment case settlements involving members of congress and their staffers the move came amid a snowballing number of revelations about harassment of coworkers and others members of congress as well as highprofile entertainment and media figures being accused of workplace improprieties if the legislation were to become law and such settlements came to light they potentially would have a ripple effect on politicians and elections republicans control the house but it was not clear whether speaker paul ryan would throw his weight behind the legislation his office did not immediately respond to a request for comment a house committee hearing on overhauling existing procedures dealing with harassment cases is set for dec 7 ryan called reports that democratic representative john conyers was involved in a settlement over allegations of sexual impropriety extremely troubling an aide to house democratic leader nancy pelosi noted that she has indicated she would support legislation such as the bill offered on wednesday although it would have to respect the wishes of victims who want to remain anonymous under current practice the names of lawmakers and aides who settle sexual harassment cases at taxpayer expense have not been divulged the bipartisan congressional accountability and hush fund act was introduced with at least 21 cosponsors it would require disclosure within 30 days of all settlement payments the reason for the payment and nature of the allegation as well as the lawmakers and staffers implicated the public disclosure of lawmakers would be retroactive under the bill and any payments as a result of settlements would be the responsibility of members of congress and staff involved instead of taxpayers over the years more than 15 million in taxpayer dollars have been paid out in an array of settlement claims including those involving sexual harassment noted representative ron desantis a republican and one of the bills authors separate legislation has been introduced on tightening procedures for congress handling sexual harassment cases on wednesday the full house approved a resolution requiring lawmakers and their aides to take courses aimed at preventing harassment,politicsNews,"November 30, 2017 ",1
468,Democratic Representative Gutierrez hints at 2020 U.S. presidential run,us democratic representative luis gutierrez who has announced he will not seek reelection to congress in 2018 on wednesday he wanted to concentrate his energies on the national level and indicated he might be interested in a presidential run in 2020 fox news earlier on wednesday that gutierrez was weighing such a bid when asked if he planned to run gutierrez who has represented chicago in the us house of representatives for the past quarter century he wanted to spend the first six months of 2018 touring the country talking with as many people as possible does it mean going to iowa i certainly hope so gutierrez in an interview iowa traditionally holds the first democratic and republican party nominating contests for president candidates weighing presidential candidacies typically pay visits to the state well before they formally enter the race but it also means going to california and visiting farm workers there and visiting with farm workers in florida and in oregon and in washington state and visiting with immigrant communities gutierrez im not retiring i want to change my focus i want to take my energy on a national level he i can tell you that very very clearly republican president donald trump already has expressed his intention to seek reelection in 2020 while incumbent presidents often are favored to win democrats see trump as particularly vulnerable given his low approval ratings in opinion polls that has spurred speculation that many candidates could weigh challenging him former democratic vice president joe biden for example has sent signals that he may run gutierrez a 63yearold lawmaker of puerto rican descent has made immigration reform a signature issue in august he was arrested outside the white house while taking part in a protest against trumps decision to end deferred action for childhood arrivals the obamaera program that protects young people brought to the united states illegally as children gutierrez has sharply criticized the trump administrations response to the devastation in puerto rico from hurricanes maria and irma gutierrez he would explore possible campaign fundraising efforts although he would run as a democrat he would not seek the blessing of the democratic party establishment im not talking to dnc democratic national committee officials im not going to talk to anybody within the democratic party structures because what i want to do is create a party structure independent of the democratic party he regardless of whether he seeks the white house gutierrez he wanted to play a big role in 2020 helping to encourage voting and political activism among hispanics a growing demographic group that leans strongly democratic when word leaked out that he was retiring from congress there was speculation gutierrez might be planning a run for governor of puerto rico on wednesday gutierrez rejected the idea if it was president of the republic of puerto rico it would certainly be different gutierrez who favors independence for the us territory,politicsNews,"November 29, 2017 ",1
469,Senate Democrat presses Trump campaign advisers for Russia contacts,the top democrat on the senate judiciary committee has asked four foreign policy advisers to donald trumps 2016 presidential campaign for documents about their contacts with russians and discussions about russia senator dianne feinstein on tuesday sent letters to former trump campaign advisers carter page sam clovis jd gordon and walid phares asking them for a range of materials about their contacts with russians as well as with each other and other trump campaign advisers feinstein also asked some of the advisers to turn over any documents they have related to efforts to obtain or share hacked emails or other electronic data belonging to democrat hillary clintons presidential campaign clinton herself clinton campaign chairman john podesta and the democratic national committee she asked gordon about efforts during the 2016 republican presidential convention in cleveland to soften proposed party platform language related to russia and ukraine convention delegate diana denman in august 2016 she had proposed platform language urging the united states to provide lethal defensive weapons to ukraines armed forces but that gordon her he was going to speak to trump about her proposal which was not added to the platform in an email to on wednesday gordon im always glad to clear up popular misconceptions myths and blatant falsehoods surrounding all things trumprussia like ive already done with other congressional committees i look forward to a valuable exchange of information with the senate judiciary committee as well in her letter to phares feinstein she was interested in a meeting that he gordon and page allegedly held during the cleveland convention with sergei kislyak then russias ambassador to the united states an aide to phares he maintains that kislyak was just one of many foreign diplomats present in the audience at a panel discussion and that such an event cannot fairly be described as a meeting with russian officials feinstein asked page to turn over documents on trips he took to russia in july and december 2016 in an email on wednesday page i hope if they can be somewhat reasonable in terms of supporting my efforts to deliver all of this domestic political intelligence to them down in the dc swamp ill be happy to help with this latest tranche of irrelevant witch hunt information a lawyer for clovis did not immediately respond to a request for comment feinstein is cooperating with republican judiciary chairman senator chuck grassley on some but not all aspects of the committees investigation of trumprussia allegations,politicsNews,"November 29, 2017 ",1
470,Ex-convict coal magnate says to run for Senate,don blankenship the former ceo of coal company massey energy who was recently released from jail after a sentence for violating mine safety laws on wednesday he plans to run for us senate representing west virginia its true he in an email without elaborating local broadcaster wchstv first the news earlier on wednesday saying blankenship filed his registration papers this week to run as a republican making him an official candidate for the seat during 2018 elections a federal election commission spokeswoman she had not yet seen the filing blankenship was sentenced to a year in prison in april 2016 for conspiring to violate federal mine safety standards following an explosion in 2010 at masseys upper big branch mine that killed 29 people he is the most prominent american coal executive to be jailed for mine deaths he was released in may 2017 he has maintained that his conviction was unfair and the accident at upper big branch was distorted the media if blankenship wins the republican nomination he would be up against incumbent democrat joe manchin who was governor at the time of the upper big branch explosion and vehemently criticized blankenship over the incident rival republican senate candidate patrick morrisey he welcomed blankenships entry into the race,politicsNews,"November 29, 2017 ",1
471,Congressman Conyers not planning to resign: lawyer tells Detroit News,democratic us representative john conyers has no immediate plans to resign after several women accused him of sexual misconduct his lawyer the detroit news on wednesday hes not going to be forced out of office and no one has him he has to leave attorney arnold reed to the newspaper he has not indicated hes going to resign at this point reed of the 88yearold congressman from michigan,politicsNews,"November 29, 2017 ",1
472,Nearly half of Americans oppose Republican tax bill: Reuters/Ipsos poll,opposition has grown among americans to a republican tax plan before the us congress with 49 percent of people who were aware of the measure saying they opposed it up from 41 percent in october to a ipsos poll released on wednesday congressional republicans are trying to rush their tax legislation to a vote on the senate floor before the end of the week president donald trump strongly backs the bill and wants to sign it into law before the end of the year in addition to the 49 percent who they opposed the republican tax bill 29 percent they supported it and 22 percent they dont know to the ipsos opinion poll of 1257 adults conducted from thursday to monday when asked who stands to benefit most from the plan more than half of all american adults surveyed selected either the wealthy or large us corporations fourteen percent chose all americans 6 percent picked the middle class and 2 percent chose lowerincome americans the tax bill being crafted in the senate would slash the corporate tax rate eliminate some taxes paid only rich americans and offer a mixed bag or temporary tax cuts for other individuals and families as congressional discussion on the bill has unfolded public opposition to it has risen on average following trumps unveiling of a ninepage framework on sept 27 that started the debate in earnest ipsos polling showed on oct 24 for example among adults who they had heard of the tax reform plan recently proposed congressional republicans 41 percent they opposed it while 31 percent they dont know and just 28 percent they supported it trump and his fellow republicans are determined to make a tax code overhaul their first major legislative win since taking control of the white house and congress in january the house of representatives on nov 16 approved its own tax bill the senate is expected to decide on wednesday whether to begin debating its proposal as the measure moves toward a decisive floor vote later this week the two chambers would need to reconcile differences between their plans before legislation could be sent to the white house for trumps signature in the nov 2327 poll 59 percent of republicans supported the tax bill 26 percent they did not know and 15 percent opposed it among democrats 82 percent opposed it 11 percent they did not know and 8 percent supported it the online poll has a credibility interval a measure of accuracy of 3 percentage points,politicsNews,"November 29, 2017 ",1
473,U.S. lawmaker says House intel panel near consensus on NSA spy program,members of the us house of representatives intelligence committee are close to an agreement on how to overhaul a controversial national security agency surveillance program and hope to complete legislation soon the top democrat on the panel on wednesday representative adam schiff he had proposed a compromise that would let intelligence agencies query a database of information on americans in national security cases without a warrant but would require a warrant to use the information in other cases such as those involving serious violent crime this would prevent law enforcement from simply using the database as a vehicle to go fishing but at the same time it would preserve the operational capabilities of the program schiff reporters at issue is section 702 of the foreign intelligence surveillance act which allows the nsa to collect vast amounts of digital communications from foreign suspects living outside the united states us intelligence officials consider section 702 among the most vital of tools at their disposal to thwart national security threats but the program classified details of which were exposed in 2013 former nsa contractor edward snowden incidentally gathers communications of americans such as when they compete with foreigners currently those communications can then be subject to searches without a warrant congress must renew section 702 in some form dec 31 or the program will expire schiff he believed the compromise would be acceptable to many lawmakers as well as the intelligence community and the federal bureau of investigation it is similar to legislation backed the house judiciary committee however there are still deep divides in both the senate and the house over what to do about section 702 as lawmakers balance demands for more privacy protections with spy agencies desire to preserve what they see as a valuable tool there are different renewal proposals in the house and senate one senate bill would not require any warrants which schiff he did not think could pass the house it was not clear whether lawmakers will vote on a standalone 702 bill or whether it would be part of a broader mustpass bill such as a spending measure congress must pass next month to keep the government open another possibility would be a shortterm extension to keep the current surveillance system in place and give congress more time to come up with a solution that could become law,politicsNews,"November 29, 2017 ",1
474,U.S. arms sales jump 25 percent in FY 2017,the us defense security cooperation agency which implements foreign arms sales on wednesday announced sales of 4193 billion for fiscal 2017 a 25 percent rise from a year earlier the agency which is part of the us department of defense sales included 3202 billion funded partner nations through the foreign military sales system and 604 billion funded the state departments foreign military financing bitly2afrsd7,politicsNews,"November 29, 2017 ",1
475,Black caucus members urge U.S. Representative Conyers to resign: sources,some of democratic us representative john conyers colleagues in the congressional black caucus cbc are pressing the 88yearold lawmaker to resign amid sexual harassment allegations against him two senior house democratic aides on tuesday the aides who asked not to be identified did not say how many lawmakers were involved in the effort but confirmed a report cnn that it was under way one aide democratic representative cedric richmond the cbc chairman was active in the move to get conyers to step down and end a house of representatives career that began with his first election in 1964 richmond issued a statement after meeting with conyers on tuesday that any decision to resign from office before the ethics investigation is complete is johns decision to make richmond he had a very candid conversation with conyers about the seriousness of the allegations against him which he vehemently denies the congressional black caucus calls on congress to treat all members who have been accused of sexual harassment sexual assault and other crimes with parity and we call on congress and the public to afford members with due process as these very serious allegations are investigated richmond the michigan congressman is the longestserving house member and the dean of the cbc aides to conyers did not immediately respond to requests for comment on sunday conyers he was stepping down as the senior democrat on the house judiciary committee pending a congressional ethics investigation he has denied allegations that he made unwanted sexual advances to some women who worked for him but his office had resolved a harassment case with a payment and no admission of guilt conyers troubles come as sexual harassment accusations in recent weeks have ensnared former hollywood executive harvey weinstein and other politicians including republican senate candidate roy moore of alabama and democratic senator al franken of minnesota the cbc was founded in 1971 and has 49 members in the house and senate it is an influential voice within the democratic party following conyers announcement on sunday that he was stepping down as the ranking house judiciary committee democrat house democratic leader nancy pelosi called for zero tolerance on sexual harassment if conyers were to resign a special election would be held to fill his seat,politicsNews,"November 29, 2017 ",1
